text,hashtags,duration,date,url,commentsCount,title,numberOfSubscribers,viewCount,channelName,likes
"Hello My lovely viewers and Happy New Year to all.  New Year gives us the chance to sartorially take a look at what's coming up for 2025 and the year ahead.  With that in mind, I have spent the last week looking at spring/summer  fashion trends for 2025 and I have 12 to share with you.  I have also been taking a look at Marks and Spencer and have selected a number of items that emulate the things that I am going to talk about.  I hope you enjoy the video.  Please let me know.
For information I am 5 foot 4 and a half, I typically wear a UK size 6 or 8 and my inside leg is 29 inches.

LINKS TO ITEMS SHOWN:
White Cotton Shirt, Size 6R: Pure Cotton Button Through Shirt | M&S Collection | M&S.    https://rstyle.me/+hljyeSqQlX2JCEHiSn...
US LINK: https://rstyle.me/+3v6SKbFTBTwYvWKZ1s...
CANADA: https://tidd.ly/3W86Qq1

Pink Cotton Shirt, Size 6: Pure Cotton Collared Shirt | Autograph | M&S.  https://rstyle.me/+FCz-eVpq9ChuW201uG...
US LINK: https://rstyle.me/+OBrPhMI5ddS8V3UC5x...
CANADA: https://tidd.ly/4h4Gtto

Blue Stripe Cotton Shirt, Size 6R: Pure Cotton Striped Collared Shirt | M&S Collection | M&S.  https://rstyle.me/+trQdGKei2nsG-qzrHe...
US LINK: https://rstyle.me/+Ae1MBhEgvUnOuDh1aG...
CANADA: https://tidd.ly/3DHGm8B

Navy Palazzo Trousers, Size 6R: Palazzo Wide Leg Trousers | M&S Collection | M&S.  https://rstyle.me/+KVGO69WyKdSLZRpukS...
US LINK: https://rstyle.me/+GE14Mj5b3cSm7fXNdd...
CANADA: https://tidd.ly/4gFtIpj

Navy V-neck Merino, Size XS: Pure Merino Wool V-Neck Jumper | M&S Collection | M&S.  https://rstyle.me/+OatqIiyrf7IVxrgI36...
US LINK: https://rstyle.me/+Ln_dkdX_RBU0kMVW0G...
CANADA: https://tidd.ly/3C4kVhm

Navy Jacket Size S (similar): Textured Collared Short Coat | M&S Collection | M&S. https://rstyle.me/+WYrmz42qze_Pij4bo6...
US LINK: https://rstyle.me/+hV9wZRtnYeSCUa5zkb...
CANADA: https://tidd.ly/3C4l30k

 or: Double Breasted Short Peacoat with Wool | M&S Collection | M&S.  https://rstyle.me/+EIYjuhPlySqiuHJ3Q3...
US LINK: https://rstyle.me/+VulzBlsnTDc3gr-L0b...

I’m Wearing: 

Navy Pinstriped Trousers (similar): Pinstripe Wide Leg Trousers | Phase Eight | M&S   https://rstyle.me/+sCI1x74mBGaQ_nr0kZ... 
US LINK SIMILAR: https://rstyle.me/+UmEjLQ9fntQXuorRdE...
CANADA: https://tidd.ly/4h2asBV
or: Pia Pinstripe Wide Leg Trousers | Phase Eight UK |. https://rstyle.me/+DoNQVZxTp02A-fFJtC...
Matching Waistcoat (similar): Pia Pinstripe Waistcoat | Phase Eight UK |. https://rstyle.me/+87dnOIotXAmmMf9Bhn...

White Shirt: Ruffle Collared V-Neck Women Shirt – GOELIA. https://rstyle.me/+x2bHKY0tp5OsqNyZpv...

White Trainers (similar): Leather Slip On Platform Trainers | Jones Bootmaker | M&S. https://rstyle.me/+OJyI2ohRxDDxEqotzD...
US LINK: https://rstyle.me/+tBt9_lQ_e9878wkdpn...
CANADA: https://tidd.ly/4j58ToU

Additional Items:

Dark Denim Jeans: High Waisted Crease Front Slim Flare Jeans | M&S Collection | M&S.  https://rstyle.me/+_zf-z3qttRyuA4ynwM...
US LINK: https://rstyle.me/+aomJAPKGN9VLy6Gdjm...
CANADA: https://tidd.ly/3PoKGMz

Magic Shaping High Waisted Slim Flare Jeans | M&S Collection | M&S.  https://rstyle.me/+s2gcWSlA1BxdE7NGPa...
US LINK: https://rstyle.me/+bsxbQ6QblTmthY8qHg...
CANADA: https://tidd.ly/3W91QRZ

Snaffle Belt: Leather Snaffle Waist Belt | M&S Collection | M&S.  https://rstyle.me/+gdAovAgQ8tM1gv2t_B...
US LINK: https://rstyle.me/+XaedZVgTvEG5XJUnE_...
CANADA: https://tidd.ly/3BYWbXZ

Studded Belt: WERFORU Women Fashion Leather Belt for Jeans Pants Dress Ladies Vintage Punk Studded Belt with Gold/Silver Buckle : Amazon.co.uk: Fashion. https://rstyle.me/+Oqc3rfY0fJac-XfSXX...

Black Barrel Leg Trousers: Barrel Leg Trousers | M&S Collection | M&S    https://rstyle.me/+wEKJ-Rc6rIKtCPr_Tx... 
US LINK: https://rstyle.me/+SJ14sS9rB93TWOtnSd...
CANADA: https://tidd.ly/3DLjq8r

or: Lyocell Rich Wide Leg Trousers with Wool | Autograph | M&S. https://rstyle.me/+ow3MLtwDXAmA5NwomJ...
US LINK: https://rstyle.me/+etPXA93Lyn4yI3l6dK...
CANADA: https://tidd.ly/4j0L0P8


Teddy Blake Black Handbag (use code: TBYvonne30 for $30 Off) : https://bit.ly/TeddyBlake_Yvonne



Disclaimer: This video does not contain a paid for promotion
Business Contact: sif79cl@gmail.com   
Music: YouTube Studio
Instagram: @styleitforward79
Links are affiliate links
#youtubehighfive",#youtubehighfive,00:24:16,2025-01-05T09:00:17.000Z,https://www.youtube.com/watch?v=JyoRrz1xYB4,57,M&S New in Haul & Spring Summer Fashion Trends 2025,6640,9722,Style It Forward,277
"Is M&S The BEST For Minimal Menswear? Huge M&S Try-On Haul
All items are linked below↓

▶︎ Sulfit Clothing: https://sulfitclothing.co.uk (JOSHSUL for 10% off)
New Releases Now Live↑

All of the Marks & Spencers Items:
White Cotton T-shirt - https://bit.ly/3yhE0an
Navy Down jacket - https://bit.ly/3F3Vv1S
Beige down gilet - https://bit.ly/3IPpE5S
Navy puffer jacket - https://bit.ly/3J09JSi
Grey overshirt - https://bit.ly/3Fr5Fdd 
Stone Cotton Blend Half Zip Sweatshirt - https://bit.ly/3kPuUie
Merino Wool Knitted Polo Shirt - https://bit.ly/3SUh7TQ
Blue Colour Block Polo Shirt -  https://bit.ly/3L0vpR9
Grey Modal Textured Knitted Polo Shirt - https://bit.ly/3JkayXy

▶︎ My Instagram: http://bit.ly/joshsul_  (@Joshsul_)
▶︎ Any Enquiries Email Me: Joshsullivanfashion@yahoo.com

▶︎My Favourite Brands/Where I buy most of my clothes:
ASOS: https://bit.ly/3DkOGa2
H&M: https://bit.ly/3DlJcvJ
REISS: https://bit.ly/3Llv5cz
UNIQLO: https://bit.ly/2WkCbtC
GYMSHARK: https://bit.ly/3Llvgof
ARNE: https://arneclo.com 

▶︎FAQ:
Camera I Use - https://bit.ly/34guoh7
Lens I Use - https://bit.ly/3vkJtdF
My Stats: 6ft2 / 205lbs / Size XL

▶︎Music:
https://www.instagram.com/farsi.uk/?h...
https://open.spotify.com/artist/2nv9k...

Disclaimer Some of the links in the description are affiliated which means I will make a small commission if you buy anything.",,00:09:31,2023-03-08T19:00:02.000Z,https://www.youtube.com/watch?v=7ne8d9tCbCA,64,Is M&S The BEST For Minimal Menswear? Huge M&S Try-On Haul,89100,24146,Josh Sullivan,276
"Long time no outfit styling video! Sharing some new in spring/summer outfit ideas and a H&M and M&S haul! I hope you enjoyed this one and it gives some outfit ideas for the warm weather ahead! 

Lots of love, Laura xxx

LINKS:

WHAT I’M WEARING:
H&M blue linen shirt (size S) - https://bit.ly/4lCIik4
Monica Vinader pearl necklace - https://bit.ly/44bK31x
Monica Vinader gold snake chain necklace - https://bit.ly/3AMprRa
Mejuri gold hoop earrings - https://bit.ly/417bGW6
Monica Vinader gold bangle - https://bit.ly/3eA1Ncy
Monica Vinader ring - https://bit.ly/3lGujzs

FEATURED ITEMS: 
Pretty Lavish drawstring linen trousers (size 10) - https://bit.ly/3EARvsK
COS white t-shirt (size S) - https://bit.ly/4htqq8T 
Spirit & Grace pink & white dress (size S) - https://www.spiritandgrace.co.uk/coll...
Nobody’s Child x Elizabeth Scarlett gingham dress (size 10) - https://bit.ly/3XVKZmK
Rails blue & white stripe shirt - https://bit.ly/4lXzXHM
Rails blue & white stripe trousers - https://bit.ly/3FQPFUU 
ME+EM brown & white scallop top - https://bit.ly/3GvvaNB
ME+EM brown & white scallop shorts - https://bit.ly/3Ezai7N
Odd Muse jacket - https://bit.ly/4gzumVt
Odd Muse trousers - https://bit.ly/3GwkU85
Marks & Spencer blue & white dress (size 10) - https://bit.ly/42UtJzQ
Marks & Spencer blue & white linen trousers (size 10) - https://bit.ly/3EDEtdL 
H&M blue, tan & white striped shirt (size S) - https://bit.ly/4jL3Ucf
H&M white linen trousers (size M) - https://bit.ly/4jO4q9B
H&M navy linen trousers (size M) - https://bit.ly/44gtQIz
H&M navy & white striped trousers (size M) - https://bit.ly/4cPWxOy 
H&M blue printed scarf - https://bit.ly/3Y4voRR 
H&M blue & white wider stripe trousers (size M) - https://bit.ly/4izeGBr
H&M blue & white narrower stripe trousers (size M) - https://bit.ly/4iFfN2w
H&M denim drawstring shorts (size S) - https://bit.ly/4jvWs51
H&M white ribbed vest top (size S) - https://bit.ly/42ReBDr
H&M white linen shirt (size S) - https://bit.ly/44SLgLg
H&M white padded bralette - https://bit.ly/4lQtGh1
H&M brown linen skirt (size S) - https://bit.ly/4iyrEzy
H&M brown heeled flip flops - https://bit.ly/4itQGzB
H&M cream satin skirt (size 10) - https://bit.ly/3GnHgbE
H&M shell printed scarf - https://bit.ly/4lOTZEm
H&M brown waistcoat (size M) - https://bit.ly/3SbtFGR
H&M brown striped linen trousers - https://bit.ly/4iyrW9C
H&M straw hat - https://bit.ly/4cOCSi7
H&M raffia tote bag - https://bit.ly/4cEvt4H
H&M small raffia handbag - https://bit.ly/3RAD5M6

CHANNEL LINKS:
INSTAGRAM:   / laura.byrnes  
SHOP MY LOOKS HERE: https://www.liketoknow.it/Laura.Byrnes
BLOG: https://www.lauraslittlelocket.com
TIKTOK:   / laura.byrnes0  

CONTACT:
For all enquires, please email lauraslittlelocket@gmail.com

DISCLAIMER:
Some of the links I use are affiliate links. This does not affect or change the way you buy the item, it just means that I receive a very small percentage of the sale where I helped to drive the sale. Thank you!",,00:24:46,2025-05-01T19:02:16.000Z,https://www.youtube.com/watch?v=6UAayDq6iLI,73,"NEW SPRING SUMMER OUTFIT IDEAS AND NEW IN H&M, M&S HAUL | LAURA BYRNES",156000,39886,Laura Byrnes,1700
"Introducing Sparkle the dog, as chosen by you...

Welcome to our Christmas fairytale.
 
Fall down the rabbit hole into a magical world -- sparkle from head to toe with decadent lingerie, glamorous make-up and glittering accessories.
 
It's always tea time! Let the celebrations never end with fabulously festive home accessories.
 
When visiting family this Christmas, wrap up warm on those cold winter nights with bold coats in our cosiest fabrics.
 
May all your wishes be granted this Christmas -- fall in love with silky soft sleepwear in opulent jewel tones.
 
Be whisked away to the land of excitement and adventure. Dress the part with show-stopping partywear.
 
#MagicandSparkle
 
For more magical ideas: www.marksandspencer.com",,00:02:02,2013-11-10T21:57:22.000Z,https://www.youtube.com/watch?v=a2qLwdyFInc,44,❄ The M&S Christmas TV Advert 2013 ❄,103000,240555,M&S,843
"Hi All. A Marks And Spencer try on haul this week, adding some autumn style ideas. Let me know what your favourite item is. I've gone for more basic every day items for this one. I think Marks And Spencer excel in this area of clothing. Please thumbs up if you enjoy the film. I'm very grateful to all of you that do xx

I'd like to thank Marks And Spencer for sponsoring this Video. 


❤️Blog https://vanityandmestyle.com​​​
❤️Instagram - https://bit.ly/3z2pAMq
❤️Twitter  vanityandmeblog  
❤️Pinterest  https://bit.ly/3cbJWdt 
❤️Tik Tok -  vanityandme  
❤️Contact Me - at vanityandmeblog@gmail.com

What I'm Wearing
Blue T-Shirt - https://tidd.ly/4gDnrKV
Mid-Blue Lily Jeans - https://tidd.ly/47ARNJX
Belt - https://c.klarna.com/al/93BO/
Boots - ( Similar ) https://tidd.ly/4eegUEU
Navy Camera Bag - https://bit.ly/3VTZJRj
Cream Blazer - ( Similar ) https://tidd.ly/3ZRQ5Cr

Look One
Argyle Crew Neck Jumper With Wool - https://tidd.ly/3XyP13m
High Waisted Crease Front Slim Flare Jeans - https://tidd.ly/4eyaoZG
Tan Ankle Boots - ( Similar )  https://tidd.ly/4eegUEU

Look Two
Khaki Pure Cotton Printed Top - https://tidd.ly/3XxrGPD
Ecru Jeans - https://tidd.ly/4etUUFV
Tan Belt - https://bit.ly/3crghgJ
Ankle Boots - https://tidd.ly/4eegUEU
Cream Blazer - ( Similar ) https://tidd.ly/3ZRQ5Cr

Look Three
Pure Cotton Checked V-Neck Midi Wrap Dress - https://tidd.ly/47zam16
Black Knee-High Boots - https://bit.ly/47fBEZ4
Black Tote Bag - ( Similar ) https://tidd.ly/3MWbNgU

Look Four
Pure Cotton Striped Button Through Shirt - https://tidd.ly/4eaXaCl
Dark Wash Lily Jeans - https://tidd.ly/3XU2lAA
Navy Belt - ( Similar ) https://tidd.ly/4deiGEP
Navy Camera Bag - https://bit.ly/3VTZJRj
Navy Boots - ( Similar) https://tidd.ly/3TCQXqz

Navy Trousers - https://tidd.ly/4deiTYD

Look Five
Air-Yarn Crew Neck Tipped Detail Knitted Vest - https://tidd.ly/4dhOitp
Cord High Waisted Jeggings  Size 10 Short - https://tidd.ly/3XuIFlA
White Shirt - https://tidd.ly/3XuIDtY
Brown Riding Boots ( Similar ) https://tidd.ly/3BcVV77

Look Six
Pure Lyocell Collared Button Through Shirt - Size 10 https://tidd.ly/4dgl8uk
Cord High Waisted Jeggings  Size 10 Short - https://tidd.ly/3XuIFlA
Dark Tan Belt - https://bit.ly/3UsCHSi
Tan Ankle Boots - ( Similar )  https://tidd.ly/4eegUEU
Dark Wash Lily Jeans Size 10 - https://tidd.ly/3XU2lAA

Look Seven
Denim Split Front Maxi Skirt Size 8 Short - https://tidd.ly/4gDhHB9
Blue T-Shirt - https://tidd.ly/4gDnrKV

Look Eight
Crepe A-Line Midaxi Skirt Size 10 - https://tidd.ly/3BbpANZ
Pure Cotton Printed Top Brown Mix Size 10 - https://tidd.ly/3XxrGPD
Cream Blazer (Similar) -  https://tidd.ly/3ZRQ5Cr

Look Nine
Pure Merino Wool Roll Neck Jumper Size 10 - https://tidd.ly/47FsVky
Crepe A-Line Midaxi Skirt Size 10 - https://tidd.ly/3BbpANZ
Black Boots - https://bit.ly/47fBEZ4
Black Tote Bag ( Similar ) https://tidd.ly/3MWbNgU

Look Ten
Pure Merino Wool Roll Neck Jumper Size 10 - https://tidd.ly/47FsVky
Cord High Waisted Jeggings  Size 10 Short - https://tidd.ly/3XuIFlA

Look Eleven
Pure Cotton Brown Patterned T - https://tidd.ly/3XxrGPD
Crepe A-Line Midaxi Skirt Size 10 - https://tidd.ly/3BbpANZ",,00:24:39,2024-09-24T16:04:08.000Z,https://www.youtube.com/watch?v=wdaPS9H2eb4,138,Marks And Spencer try on haul. Autumn style Guide,7920,20697,Vanity And Me,940
"Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:00:30,2024-05-09T07:00:11.000Z,https://www.youtube.com/watch?v=RAZdPn6wiec,35,This Summer keep your cool | Summer by M&S | M&S CLOTHING & HOME,103000,32488,M&S,207
,,00:02:01,2013-12-09T14:46:32.000Z,https://www.youtube.com/watch?v=-Kl0-hXg_9I,16,Marks and Spencer - Magic and Sparkle,1740,128846,Marks & Spencer Türkiye,958
"Do you remember your first ever job David James Gandy? #‎GandyForAutograph‬

From our TV adverts to recipes, inspiration or styling tips discover the M&S YouTube channel and subscribe! http://bit.ly/1Flkeqn

Shop the David Gandy for Autograph range: http://www.marksandspencer.com/s/men/...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",#‎GandyForAutograph‬,00:00:22,2015-11-02T13:28:40.000Z,https://www.youtube.com/watch?v=Af46Nyj2fDQ,1,M&S David Gandy for Autograph: Gandy's Life Ambitions,103000,8308,M&S,88
,,00:00:15,2023-11-20T12:33:37.000Z,https://www.youtube.com/watch?v=DNp31Sftx98,0,M&S | Exclusive Offers,4110,148,Marks & Spencer Middle East,4
"NEW IN MANGO, H&M AND M&S HAUL - WHAT I BOUGHT 

 
#mangohaul #hmhaul #januarysales 
 
          
--------------------------------------------------------------


SUBSCRIBE & TURN ON NOTIFICATIONS FOR MORE
Sign up to my newsletter - https://www.petiteelliee.com/sign-up  
Shop My Wardrobe - https://www.shopltk.com/explore/petit... 
 
  
--------------------------------------------------------------


The below links are affiliate links {ad} - some items may have been pr products from brands, scroll down for more info 


Products Featured: 


Shop new in at Mango - https://rstyle.me/+6BV051YF8wTvht04fN... 

Countryside Jacket (12) - https://rstyle.me/+FUH17ilF8nFqb28eW5... 
(City Version) - https://rstyle.me/+joJa8y8cZ4y_sN0FkJ... 

Chocolate Brown Knit (M) - https://rstyle.me/+sW0hO__cA15Cyh27JD... 

Amber Earrings - https://rstyle.me/+MDJChkscI9w2Yy0e1J... 


Shop new in at M&S - https://rstyle.me/+AhX29340ug75tZbN2G... 

Cream Trousers (12 short) - https://rstyle.me/+AzveGBaEKeXDpQk_AN... 

Brown Trousers (12 short) - https://rstyle.me/+KSETUQ02UCltLBaLAX... 


Shop new in at H&M - https://rstyle.me/+OIyH7Aak8KNC5-CZWT... 

Shop H&M Sale - https://rstyle.me/+UCj6pLPyKx8HheDPjL... 

Quarter Sip Knit (M) - https://rstyle.me/+NEypk74TpD7-bIuRfn... 

Cream Roll Neck (M) - https://rstyle.me/+nZ-lHFwXv-Knl7FD3P... 

Stripe Tee (M) - https://rstyle.me/+afNEABkkwJeSPCCmV3... 

Black Dress (M) - https://rstyle.me/+ixXpK1yG_dtAkvJWkV... 


Shop new in at Zara - https://rstyle.me/+P-4s-kUqx4rpq-wAWb... 



--------------------------------------------------------------

Other videos you might like:  

COME SHOPPING WITH ME -    • COME SHOPPING WITH ME - MANGO, H&M, ZARA A...   

NEW HAIR AND NEW IN MY WARDROBE -    • NEW HAIR, NEW SEASON AND NEW IN MY WARDROB...   


SUBSCRIBE AND COME BACK FOR MORE   

--------------------------------------------------------------

WHERE ELSE YOU CAN FIND ME: 

Instagram - www.instagram.com/petiteelliee
Shop My Instagram - https://www.shopltk.com/explore/petit... 
Blog - www.petiteelliee.com 
Twitter- www.twitter.com/petiteelliee_
SUBSCRIBE TO MY NEWSLETTER - https://www.petiteelliee.com/sign-up 


--------------------------------------------------------------

Please note that I use affiliate links which means I receive a small % of commission from anything bought via the affiliate links below - this does not affect your purchase in any way and is no different to the sales assistant in a shop making a commission on your purchase!","#hmhaul, #mangohaul, #januarysales",00:19:54,2025-01-30T16:50:45.000Z,https://www.youtube.com/watch?v=bHhHtsVpwd8,24,"NEW IN MANGO, H&M AND M&S HAUL - WHAT I BOUGHT | PetiteElliee",20500,8150,Ellie May,213
"Hello my lovely viewers, Yvonne here from Style it Forward.  In this week's video, I want to focus once again on spring staples, those pieces that can be hardworking in your wardrobe throughout spring and then transitioning into summer, for cooler days.  I have 8 pieces to share with you, from Marks and Spencer, that are both stylish and affordable.  I hope you enjoy the video.  Please let me know.

#YouTubeHighFive

 For information I am 5 foot 4 and a half, I typically wear a UK size 6 or 8 and my inside leg is 29 inches.

All links below are affiliate links

@marksandspencer #mymarks 

Marks and Spencer Website: Marks & Spencer | Clothing, Home, Food & Gifts | M&S (marksandspencer.com). https://rstyle.me/+iEpMEViO0KnB6BuyXg...

LINKS TO ITEMS:

Cropped Jeans 8R: High Waisted Cropped Slim Fit Jeans | M&S Collection | M&S. https://rstyle.me/+cZ03-mnsimIOoLTfvG...

US LINK: https://rstyle.me/+LHGDwNH9sfQp_l5m5d...
CANADA: https://tidd.ly/4iPZd0t

Cappuccino Polo XS: Merino Wool Rich Polo Neck Knitted Top with Cashmere | Autograph | M&S       https://rstyle.me/+xUdlj2p6wmAt-C9ygs...
US LINK: https://rstyle.me/+jdsfy27mMPpvsV8DY8...
CANADA: https://tidd.ly/4c9GlYl

Fringe Jumper XS: Cotton Blend Textured Crew Neck Fringe Jumper | M&S Collection | M&S https://rstyle.me/+NPYh_KDNPmxb2gm1Dy...
US LINK: https://rstyle.me/+f6TXhW5hMRJ8vc27vQ...
CANADA: https://tidd.ly/4iPZQHn

Navy Cardigan 8: Crew Neck Button Front Cardigan | M&S Collection | M&S  https://rstyle.me/+3bRzYSYdtyRPzSQeDt...
US LINK: https://rstyle.me/+0e_nraNtG2tGwCfI67...
CANADA: https://tidd.ly/4bOVoGF

& Merino: Pure Merino Wool Crew Neck Cardigan | M&S Collection | M&S https://rstyle.me/+3cmNHftEy4geuKF_7N...
US LINK: https://rstyle.me/+r7P0dRLdcJNqgqGrON...
CANADA: https://tidd.ly/4bWRPye

V-Neck Cardigan XS: V-Neck Relaxed Cardigan | M&S Collection | M&S https://rstyle.me/+jCtQhs7YLZHRANZGQW...
US LINK: https://rstyle.me/+4N3t8ZUI_4AHhvpoCB...
CANADA: https://tidd.ly/41Pnq06

Pink Cardigan XS: Air-Yarn Ribbed Crew Neck Cardigan | M&S Collection | M&S https://rstyle.me/+7RIcP-GM-3WzzIJY67...
US LINK: https://rstyle.me/+UAqP9FIiQPp4q1NNvJ...
CANADA: https://tidd.ly/4bUgTpB

Caramel Cardigan 6: V-Neck Button Front Cardigan | Autograph | M&S https://rstyle.me/+3NlpCXGAlqE1A2g0rw...
US LINK: https://rstyle.me/+1ReL2FtEVdKJVrWm1q...
CANADA: https://tidd.ly/4iBKNRR

Short Sleeved Cardigan XS: Textured Button Front Cardigan | M&S Collection | M&S https://rstyle.me/+igpf72gTueCbtF1b7q...
US LINK: https://rstyle.me/+jvxvGWWTpbjJxNMGbz...
CANADA: https://tidd.ly/4hyDoBw

 I’m Wearing:

Flared Jeans: High Waisted Crease Front Slim Flare Jeans | M&S Collection | M&S https://rstyle.me/+-wZj8EnbHM1vT3ieH2...
US LINK: https://rstyle.me/+aomJAPKGN9VLy6Gdjm...
CANADA: https://tidd.ly/3PoKGMz

Striped Top: similar:   Striped Crew Neck Slim Fit Knitted Top | M&S Collection | M&S https://rstyle.me/+R16IkCcRkCWpzIMqL7...
US LINK: https://rstyle.me/+3Qq3PcUcoEbDtwJ8Nv...
CANADA: https://tidd.ly/4kP8APL

Red Shoes Dune London (similar): Contact Red https://rstyle.me/+udFIn7NRPTzARjF-Dy...

 Additional Items:

Striped T-shirt: Printed T-shirt - Light beige/Navy blue striped - Ladies | H&M GB  https://rstyle.me/+vFKyxx3cvnaXzojHt8...
US/CA: https://rstyle.me/+zYo37Ayhoiwt0whhV7...

Striped Shirt: Poplin shirt - White/Striped - Ladies | H&M GB https://rstyle.me/+VK2lV2vRNkD01Zm54A...
US/CA: https://rstyle.me/+QFa_iBJvZlcuREBX-H...

Camel Ballet Flats (similar): Leather Bow Flat Ballet Pumps | Dune London | M&S https://rstyle.me/+-tdxCA7bGNw3K8xGlj...
US/CA: (similar) https://rstyle.me/+A5XLm4ydLsw3nfIFhO...

Navy Jacket (similar): Short pea coat - Navy blue - Ladies | H&M GB https://rstyle.me/+0Dg6p2Js0ooZx2fd0K...
US/CA: https://rstyle.me/+v2kA-NKEWKI2giCOD7...

Snaffle Belt: Leather Snaffle Waist Belt | M&S Collection | M&S https://rstyle.me/+gdAovAgQ8tM1gv2t_B...
US LINK: https://rstyle.me/+XaedZVgTvEG5XJUnE_...
CANADA: https://tidd.ly/4gLXhWm

Brown Bag (similar): Suede Tote Bag | Autograph | M&S https://rstyle.me/+V37AvTvlH6VR3PErUO...
US LINK: https://rstyle.me/+c1DYlIX_4yBWx0Fn2r...
CANADA: https://tidd.ly/4hufY04

White Polo Shirt (similar): Ribbed polo shirt - White - Ladies | H&M GB https://rstyle.me/+os1vAEIipoVWk-M0E7...

Studded Belt: Leather Studded Belt | M&S Collection | M&S https://rstyle.me/+bAtmg6F7lUB8iHw2ZE...
US LINK: https://rstyle.me/+qC61D0BcpXRd_hBKyq...
CANADA: https://tidd.ly/4cTzAZ3

White Tank (similar): 2pk Cotton Rich Vests | M&S Collection | M&S https://rstyle.me/+L0UkFkiEM-Iz1YmVEA...
US LINK: https://rstyle.me/+85tofffzs80ljemWUv...
CANADA: https://tidd.ly/4ctT0oe

Scarf: John Lewis Wool Blend Knit Bandana Scarf, Red. https://rstyle.me/+Q5jF_wvLFSkyRMwBEs...


Disclaimer: This video does not contain a paid promotion
Business Contact: sif79cl@gmail.com   
Music: YouTube Studio
Instagram: @styleitforward79
Links are affiliate links
#youtubehighfive #fashion","#YouTubeHighFive, #fashion, #mymarks",00:20:09,2025-03-23T09:01:07.000Z,https://www.youtube.com/watch?v=w237sNQqidw,81,M&S Spring Essentials & Staples,6640,8374,Style It Forward,441
